file,published_split,width,height,captured_at,boxes,sha256,phash256,exclusion,session,split
IMG_20251107_100958_jpg,train,640,640,2025-11-07T10:09:58,1kg:1;2.5kg:1;20kg:1;25kg:2;zacisk:1,39b10708cd69aeb1762ca4782a7e79145ae488ee2756c58226f1d115b9d01407,f866cc9b4e9b3064b34c32624c9b4d99954c874b78f24e1e976dc7494a924afe,,17,train
IMG_20250929_115709_jpg,train,640,640,2025-09-29T11:57:09,2.5kg:1;20kg:1;2kg:1;zacisk:1,3588d405f526e76afe6b8e5eb2983c421bcbf6fd6ba52c856cd167c25a5a8b62,9a4d9b65db3936c99a4cce39332465a6c6d96cc964f16399cecc924d34d93066,,10,train
IMG_20250504_210600.jpg,train,480,640,2025-05-04T21:06:00,1kg:1;2.5kg:1;25kg:2;5kg:1;zacisk:1,5fd6a60c4c84ce280317647164baba8b280afca9d6352e605aee86c183200d3c,a1369f248ec9809e3f3a8fbe83cd1e7b0c79238661b62c757c69ea04c12273b7,,8,test
IMG_20251107_120038_jpg,train,640,640,2025-11-07T12:00:38,1kg:1;25kg:4;5kg:1;zacisk:1,54060fef6808da1bfec66bfe96545d764842d85372599707d7ea1cbec8d44403,964dc92469b62593f2c9324948b56b2dcd8bb59602d24b4d1fed85b268db7a93,,22,train
IMG_20250908_112201.jpg,train,480,640,2025-09-08T11:22:01,15kg:1;1kg:1;zacisk:1,04ea1835f9b73d5dd437d2efcbcf4821dafd949fb8fe0803ba73b7ad88aef51c,834bbcbd7f9633533f01b3138c45dd27403e4cc6c2367f3b3e34ff0199533001,,9,val
IMG_20250504_194718.jpg,train,480,640,2025-05-04T19:47:18,0.5kg:1;10kg:1;2.5kg:1;25kg:1;zacisk:1,4cd91cfc55885c79428d7cc857759d5c862ab162290287219cef6cb8877b2ae7,806d9c929996846daf6b9d6b3ecc896d17b3886636c6bbf927884811816f769a,,7,test
IMG_20250501_191304.jpg,train,640,640,2025-05-01T19:13:04,0.5kg:1;2.5kg:1;20kg:1;25kg:1;zacisk:1,e9bc7bb9cd009a829e91e657dc24039b13998c2b082be463ad658c1428e9eedf,a16aed363da6709452945265e277c32cca7459b775b6f27160944265187b3797,,2,val
IMG_20251107_105901.jpg,train,480,640,2025-11-07T10:59:01,15kg:1;1kg:1;2.5kg:1;25kg:3;zacisk:1,64442e553144e8e9d662d31abb4a054866eac0b52ad7626d67e59e7e78a62fe7,b3c1807888ffa2c732cc7f859f205fa14c99de1a73241964ac870dbefb65b6c0,,20,train
IMG_20250504_204528.jpg,train,480,640,2025-05-04T20:45:28,2.5kg:1;20kg:1;25kg:2;2kg:1;zacisk:1,9819dfe6950f1ca7e544d6d44c4c97a543be6d795f3b2e9f0e507e147b19bfad,84c8cc999cdf1dcf65dd9f11e3208f8486a67b2f8a637843d172446a86f51e3a,,8,test
IMG_20251107_095613_jpg,train,640,640,2025-11-07T09:56:13,1.5kg:1;2.5kg:1;20kg:1;25kg:2;zacisk:1,88fc7bb25da81b2f442be8a5c05859af7ccea41ce23f4ba30e4163ac78f51c51,a4ccb94a4f3365a19b8c6732ccf30f4b84311fcc71ce1b792633b39c594358e3,,17,train
IMG_20251106_135432_jpg,train,640,640,2025-11-06T13:54:32,0.5kg:1;10kg:1;2.5kg:1;25kg:1;zacisk:1,d0ec8d642550f4c882def77fa00193e47ed0edf8bd03212355e88449489ada15,f2d144e346d2739af362b3325ca34ce5ad19b4441ce648c3de7fac322cd55135,,16,train
IMG_20250501_190841.jpg,train,640,640,2025-05-01T19:08:41,1kg:1;2.5kg:1;25kg:1;5kg:1;zacisk:1,e2a4d2e75c2a17a6855f10a4798bb6d40cb348738dd84dbbe26b0da2e2c4aa8e,84b5ec993c913a8a7bca597ae13bc913ab5a19995689b36eb40b5713982cb7c1,,2,val
IMG_20250501_190153.jpg,train,640,640,2025-05-01T19:01:53,25kg:1;2kg:1;5kg:1;zacisk:1,c6acec5e6db00de8c21eae2c3ad00f90e834b408f0799c45679ad8dc15a4c855,a135925bccceb33238c68c6ce339b3861cd38f31d8ccb1a64e528e0ef989b9e5,,2,val
IMG_20251107_120252_jpg,train,640,640,2025-11-07T12:02:52,25kg:4;2kg:1;5kg:1;zacisk:1,4d8af367ddf6d2d257080d90c61b6150d8caa3d0de36d4465ccfefb1241b43cd,e31892d29ad7685e9c3e47a7a163e85e52d250e3525c0a5062f3f0afa52dbde1,,22,train
IMG_20250504_194921.jpg,train,480,640,2025-05-04T19:49:21,10kg:1;1kg:1;2.5kg:1;zacisk:1,5806a17b20aac31ab9e3f2af94a8d31fb301b3b5cc497b373a2c692148e22691,94119b6c9e6c9412ad9b8c911e73957d1aaec55b12b6210da0ef6feec5113ba6,,7,test
IMG_20250908_112702.jpg,train,480,640,2025-09-08T11:27:02,0.5kg:1;15kg:1;zacisk:1,2da63472d2af11350cf97866792a40dae804bf17f66978872480eee3985136f1,9ea98b5d735cd4fa616bf4d924c9bd23a0b126cdbb2107328e21030ecfd6c85e,,9,val
IMG_20250504_203628.jpg,train,480,640,2025-05-04T20:36:28,0.5kg:1;2.5kg:1;20kg:1;25kg:1;zacisk:1,6f21cd5097dbd6d1e2960f4bf2f02a6cd247d4f3b5638401f7d1daaedea937e1,e504ad659abb9c32361b1e998671365a1a9a85b60679d99633df2efbc5246344,,8,test
IMG_20250501_191303.jpg,train,640,640,2025-05-01T19:13:03,0.5kg:1;2.5kg:1;20kg:1;25kg:1;zacisk:1,d84c1367460d8477d4048b25c246b02e71eb6ff3148dea4ea3731f3758430abe,a129ed3a3da77090529452706377c336ea74499754b7f27968964275187b3793,,2,val
IMG_20250929_120831_jpg,train,640,640,2025-09-29T12:08:31,0.5kg:1;20kg:1;zacisk:1,f6c31b37112b7a010d761ae90b1f0150573da01f842d46dd3dce34210a409006,9c6799b29999364cdc67cccd31936399ce6cc66466663396d331992464cd3333,,10,train
IMG_20251009_133201_jpg,train,640,640,2025-10-09T13:32:01,1.5kg:1;2.5kg:1;25kg:1;5kg:1;zacisk:1,eecee2229f96571c84d26eb6c52336c5bc85e2965c800a44e85f3e256bde9d1c,9a799b249b6666c39b34ccd99b66318e9324667b64c9659864d393096d99cce6,,13,train
IMG_20251107_100127.jpg,train,480,640,2025-11-07T10:01:27,1.5kg:1;2.5kg:1;20kg:1;25kg:2;zacisk:1,192313eed4d9fce300ba2fe87b209dd0dbb0d2ab113a0b3d8a21d070b578a429,d131c7df63063071ce8d4c5e6c70c78f39316c4046df1ab1e74c21d8b5b7d3a4,,17,train
ZE_53.png,train,640,496,,2.5kg:1;20kg:1;25kg:1;2kg:1;zacisk:1,84687b53266a33d84408862021937bc036cdf746e1cf88a3bac738ea089ae579,fe03c3ff0df8000000ffefe0f807fff0f00307f8e80017feb80703ffe0090cff,third_party_video,,excluded
IMG_20250504_210940.jpg,train,480,640,2025-05-04T21:09:40,20kg:1,23010eb9f5977ed85456834121b0416d481b31389d4618ad5242ff4024b68070,95da87f5b2c5237ea3268225fd48b8857c0b68fb74b14c3e8c35d9657340714e,,8,test
ZE_170.png,train,640,418,,1.5kg:1;15kg:1;2.5kg:1;25kg:1;zacisk:1,9dc9dc0c5679a60018701444dbf8b77eb5389ce41917b0b0913126bc4041b18c,a0d95dbb59a4626cb7354e364c67694a862cbed3554542256d52b24d654ff694,third_party_video,,excluded
IMG_20250504_194536.jpg,train,480,640,2025-05-04T19:45:36,10kg:1;2.5kg:1;25kg:1;zacisk:1,3aaa77f66ec7d5c77c80baa56c33a78a701b63b4d588d661a1bb07d4aee73c35,806d94929996846daf6b99693ecc89f116b28a6f76eeabb9a7885013816f7698,,7,test
IMG_20250504_195048.jpg,train,480,640,2025-05-04T19:50:48,10kg:1;1kg:1;2.5kg:1;zacisk:1,051597758fa4045de0deeac6df87eefae827e752b9bbb90fdc1ff4d08a3c8482,d7899a7f8d26ba52a7ddbc198f71a50c3bc6e4487297614660206be7f4887383,,7,test
ZE_217.png,train,640,540,,2.5kg:1;20kg:1;25kg:2;zacisk:1,687d76062cb627e54a79c046483034c8f31e41b2fa40ab7eb3eef945becd1338,a4b6f9619b995b633b39e4e446cf013964e65b380b83643cf9c92c9e87966619,third_party_video,,excluded
IMG_20251107_113651.jpg,train,480,640,2025-11-07T11:36:51,1.5kg:1;10kg:1;25kg:3;zacisk:1,6eb44997d8cb09734ade03338144f215cf34138282f75bbcb48643110ebc61e0,cde0c1e0bf42ee36a216d6c5d0914bd873da331ab793143738b1fd3d79a8013c,,21,train
ZE_35.png,train,640,532,,0.5kg:1;10kg:1;25kg:2;zacisk:1,bd7684684ed120ae51ac14d3c9d153dce5d0161ba0f05fb71cb57d7d5493d597,a31d7314ccea188b010de4d5f921279ae37f6897360ddfb0d0ed6d370ccb8866,third_party_video,,excluded
IMG_20250929_125539_jpg,train,640,640,2025-09-29T12:55:39,0.5kg:1;2.5kg:1;25kg:1;zacisk:1,e224413c6520f4dc4bb765dcc6e394898bb053b448de7af6a5321ce41f310db2,992199b6cccc66cfce7130c799a666ccce65666d99c664869b2c9a619927c936,,11,train
IMG_20251107_113446_jpg,train,640,640,2025-11-07T11:34:46,1.5kg:1;10kg:1;2.5kg:1;25kg:3;zacisk:1,125da62a12c7de3eac1cc63f369c52015f7a661184dc4c6b02d8c78b09026214,ace7dada93382d69f34e252549323692cda5f66e4982da43a4999a2c1ad279e3,,21,train
IMG_20250929_124555_jpg,train,640,640,2025-09-29T12:45:55,0.5kg:1;2.5kg:1;20kg:1;zacisk:1,a03a8d319e7c63dc500ebc58e1ce67297332e9dc456b223148da1ceea429aeae,99649932399966cdce65ccec99966799ce6cce4c9b393198cc649a64993139b3,,11,train
IMG_20251107_115918_jpg,train,640,640,2025-11-07T11:59:18,25kg:4;2kg:1;5kg:1;zacisk:1,0ea4f3089c7448f2d7b8b98b92517621cfb122c4aac3fc16e4eb225718830a65,ea33d59a85d66aa2b5982b86c78338d1dec4a7587b6994664b4cc77849e019af,,22,train
IMG_20251107_113147_jpg,train,640,640,2025-11-07T11:31:47,1.5kg:1;10kg:1;2.5kg:1;25kg:3;zacisk:1,8916359e36eb09caa2f3a78d872032317bde4cdd0648d57a04e7dc80e3293425,a5e7deeb96186529d2c937a7c32c34389950d0d76dd72d712d1cf04592d60f50,,21,train
ZE_26.png,train,640,380,,1.5kg:1;20kg:1;25kg:1;zacisk:1,3b9999ca049f04076bcd898d1da9b0cf163e41cee92007b7f9e0d435f636447f,9f06e07fc99974bc426c44838b5aeb815cdb023da392d5c9e4361719ddc4e9f2,third_party_video,,excluded
IMG_20251106_130350.jpg,train,480,640,2025-11-06T13:03:50,1.5kg:1;15kg:1;2.5kg:1;25kg:1;zacisk:1,b8b30abf09a28f161aa99a116219c365f0e5058d383cf6a9685a976b231543a5,8a4cabf9639931e74e664f662ce724233601368136b134c75cf74b364b64d33d,,14,train
IMG_20250929_123640.jpg,train,480,640,2025-09-29T12:36:40,2.5kg:1;20kg:1;2kg:1;zacisk:1,313dd74bbab69a8459b251d9f67199ee424388eac5aa48aecde70a2d86aedb2b,87543baa92a6657b30cfb2f527319a8a4f1e694b90ffa681a318a61425eb99cd,,11,train
IMG_20250929_120608_jpg,train,640,640,2025-09-29T12:06:08,20kg:1;zacisk:1,f8c7974e6d8448ffb4495951846671b9f0411eab99fed03a6bdfbb6e7d6e081f,8c6699939999264c9967ccc6999b3399ccccc6666666338e67319b3366663399,,10,train
IMG_20251107_101100_jpg,train,640,640,2025-11-07T10:11:00,1kg:1;2.5kg:1;20kg:1;25kg:2;zacisk:1,7fea217db1625a4d64e8d906886507473f2c700166ed8524aee1d22685d14898,e730da9d9bc6256b18fc4761c90e1afc1de7894ae23459cc4773253da07866a5,,17,train
ZE_208.png,train,640,540,,10kg:1;2.5kg:1;25kg:2;zacisk:1,5c5b3428ceb6889a45103bf3a0f52877594587048fc32ed7f1112063d9a8296c,e30ce58a5ceab26612d79a42bb224d2de93339a388ad88d54dd1859e2cdfb69a,third_party_video,,excluded
IMG_20251107_111540_jpg,train,640,640,2025-11-07T11:15:40,15kg:1;2.5kg:1;25kg:3;2kg:1;zacisk:1,e438e6724c367a61e3b9b9bf29fe9b8f119f9215c34cac18f798b0f6019414eb,ec6698c613996f29a13c61b599c328c49a77e6350ac61cc2d939d19e67aa57e3,,21,train
ZE_80.png,train,640,561,,25kg:2;zacisk:1,92ef64ed3b8dfd9bbdf3303d60ea1965651d6e74483336d01846405826a9ce03,d9eec1638407ddccf37996ecb4096c3b2664bd02d89910d92ca26225f4df65f2,third_party_video,,excluded
ZE_37.png,train,640,476,,0.5kg:1;10kg:1;2.5kg:1;25kg:2;zacisk:1,f4172834ed237416c9cc443335f8f9d9872cb8b2eb427f32adf3bcce38e1cfcf,83b88dfcccff93fdc6c4c0fa613a2d3d2c257825586797c6938690d218790c79,third_party_video,,excluded
IMG_20251107_112258.jpg,train,480,640,2025-11-07T11:22:58,1.5kg:1;10kg:1;2.5kg:1;25kg:3;zacisk:1,efce71c9505ece692cd37ee62792a51002fdc80557312eb1688ad5a8a11aa588,fd77c663a79938bdca06cf6726ccd363b919499886e66462915b991635146623,,21,train
IMG_20251106_135515_jpg,train,640,640,2025-11-06T13:55:15,10kg:1;1kg:1;2.5kg:1;25kg:1;zacisk:1,91f50547658422d79fc22a773a922e0236ea0dff6ff5eada96c23ff8aaf94d36,a6d1d92d416434d7d967665819557797b5d0d8619b159934e4cce243ccd91d9c,,16,train
IMG_20250504_205548_1.jpg,train,480,640,2025-05-04T20:55:48,0.5kg:1;10kg:1;2.5kg:1;25kg:2;zacisk:1,5461f86ae125f9b814df7c8f526bd94bc780f5a3bddc68909594e1f919eb7696,99448851b6a91ceb6e13603ed63e6b1c069176a14df56164cbbe679e1c3278e7,,8,test
8.jpg,train,640,359,,15kg:2;25kg:4;2kg:2;zacisk:1,b397caa1ca12304cc8fa575efcfe783afa9bda2850d6c37cc73a3b037986101e,c4c1a1107b16530d610f09b31e716eae6cceb2f372717ada96dbcd696cd43251,third_party_press,,excluded
IMG_20250929_120423.jpg,train,480,640,2025-09-29T12:04:23,0.5kg:1;2.5kg:1;20kg:1;zacisk:1,52824f1d79c8cb6d60246ec619d07c3fac5c585cfc59ec61db952f9739ac9dd9,8cac97101e13c94d5b209e00ca098f099a64db5f4edf60f59d2ff5ee34d668d6,,10,train
IMG_20251106_140950_jpg,train,640,640,2025-11-06T14:09:50,15kg:1;2.5kg:1;2kg:1;zacisk:1,13ae23b8f2581711522a61b6ee2e1ee50106e8f128e8b459c82064de86a71aa9,b336cb536cc9224cce4e6e6949323b1ad942ca4e4936d933f358c2cc0ef33cb3,,16,train
IMG_20250929_122559_jpg,train,640,640,2025-09-29T12:25:59,0.5kg:1;2.5kg:1;20kg:1;zacisk:1,233bffd71249082b3e07b6f2a0aa0e35c6077ddda0265728ea9e6670207518a4,cc65993299b166cc9b32cc639b366699ccc366cc673966333cc6996466d93196,,10,train
IMG_20251107_113728.jpg,train,480,640,2025-11-07T11:37:28,0.5kg:1;10kg:1;2.5kg:1;25kg:3;zacisk:1,abd791638e128b5efa90dc71306621603d0cfa8ad7cf11d7be51e979a838319e,88dc929592167e9efc8c98177a1f7e8e3c241c9d20aba1bb85fcc4ec81ace5a9,,21,train
IMG_20251107_105735_jpg,train,640,640,2025-11-07T10:57:35,15kg:1;25kg:3;2kg:1;zacisk:1,3eacc63ad795e3e7a61f1cc4b67f2ddd6de74c75707609ce45923fb52efc0119,b0c187d6c7123fcb4b26b07813dbb38130bc5369f0814b3ed29ffd0d852532bb,,20,train
IMG_20251107_113024.jpg,train,480,640,2025-11-07T11:30:24,0.5kg:1;10kg:1;2.5kg:1;25kg:3;zacisk:1,52847b832890a2f53c5643cfc54a4d1e94a07e8dd7d3ea623af2ec4c74c41316,8e629845db4d2ee366728350034028c3ff42ff407ec0fecce70ce62ce66cd7ec,,21,train
IMG_20251107_101112_jpg,train,640,640,2025-11-07T10:11:12,1kg:1;2.5kg:1;20kg:1;25kg:2;zacisk:1,54595bfe50c05a93e890e83bd655432581ca66393fe861cbcd8df144ee0ff72b,e7b0d58a9f4e6aa518d9e516c1f718ae2f03c3b066b53b83a674a8a19aa88bce,,17,train
IMG_20250501_191341_1.jpg,train,640,640,2025-05-01T19:13:41,2.5kg:1;20kg:1;25kg:1;2kg:1;zacisk:1,8e7019c028ba02f6b9e2019576a8f7957064473e57bb69e548ce5fb6f83d7e18,a12dfdb33c82308a3b92eb72a3779995aa521d8a364cb2698d869b2c9d8da7c5,,2,val
ZE_184.png,train,640,484,,2.5kg:1;25kg:2;zacisk:1,15733db79fb3df39ed0f182331aa24637548bbed57fe059821adfcb05d54a907,a4d9f1ee9b2186da7b661c2de49bca4a35b7592d835eae43e1bc18a1036ab2c2,third_party_video,,excluded
IMG_20251107_100548_jpg,train,640,640,2025-11-07T10:05:48,0.5kg:1;2.5kg:1;20kg:1;25kg:2;zacisk:1,7db4b9cc73ddbc3fef3c0be96fc00af09bbb8e8f05f321cb16de0388c212592d,f24983cb8f0730f0acb8a0fc836c4f4f7a82bcc7b4c1ca1e536883f0871677bb,,17,train
IMG_20250504_211259.jpg,train,480,640,2025-05-04T21:12:59,1.5kg:1,005109749c9c4102e54a586c93130e46f22d2aa1fef49c48afae90b5f7babce7,95ef947c9a52332383378317e5dbbcc07b607a2c545d640d8e98dd167b6a7023,,8,test
IMG_20251106_134902_jpg,train,640,640,2025-11-06T13:49:02,0.5kg:1;10kg:1;2.5kg:1;25kg:1;zacisk:1,48206b5890183fe9a76b6681ce94f81607eb1e8e00d64895237878dee2f40301,b4ca8531c924e35599311eeab4ca209f603fc05d345159ae42aee475fe403fff,,16,train
IMG_20251107_120553_jpg,train,640,640,2025-11-07T12:05:53,25kg:4;2kg:1;5kg:1;zacisk:1,a17bd6e62aa678dc34e376436afc196745c385a163ecae090b9cc7a0c7d1d1c6,f649cd0629b62c58b64936dc0ab44b6bcdb2b4b632cd7b4dc7298d3219835ab5,,22,train
IMG_20251107_115722_jpg,train,640,640,2025-11-07T11:57:22,25kg:4;2kg:1;5kg:1;zacisk:1,44a600bcef8373a64e4cee3c59e42887ff4b89eb2e8c10be5dbecaccfdf3f300,f87a89e0c3a4381c89da79c892cb49e04b24f6cb7c5bbe4f6c15ca374b694a33,,22,train
IMG_20250504_194915.jpg,train,480,640,2025-05-04T19:49:15,10kg:1;1kg:1;2.5kg:1;zacisk:1,84bb8fbafca166af9b74050c3c3e853358a62352c6b2aefaaf6ef90484da84b5,84119aec986d9432ad938c931e6695591aacc55316b6a11da2ef6fecc5117bee,,7,test
IMG_20250504_203419.jpg,train,480,640,2025-05-04T20:34:19,0.5kg:1;2.5kg:1;25kg:1;5kg:1;zacisk:1,c9dc4dcfae405d2d3384d8f2259ef68723554b0a448f9d44d87506373ef11f71,8504a9241afb943336db1efb866736791a99adda1e6281962fef3fed81146304,,8,test
IMG_20250929_121753_jpg,train,640,640,2025-09-29T12:17:53,20kg:1;2kg:1;zacisk:1,9b483f99f008c353b5a3c5015cbafba22994bf9e78ddd491d34432c8351b73f2,cc649936cc7366991993ccce99336699cce6664c333c66e638ce996466633393,,10,train
IMG_20250908_111345_jpg,train,640,640,2025-09-08T11:13:45,15kg:1;1kg:1;2.5kg:1;zacisk:1,8383c06f4c37a1f6a8bc855db033f529bd27b9804d8e13b0273d5babf2f61d10,ce699b6499b1649b3326ccdb9b2c619399e3c6c9338c64f3ce63931c3198cc66,,9,val
IMG_20251107_095741_jpg,train,640,640,2025-11-07T09:57:41,1.5kg:1;2.5kg:1;20kg:1;25kg:2;zacisk:1,68188cfbcfe41c6ed9596339279d04b08256329ef933bb2d6f6e6db259318abb,e1e6819e8d0659f6cc99b946537eb6007b269e5924c18efc7e2b8621853bce39,,17,train
ZE_62.png,train,640,401,,1.5kg:1;25kg:2;zacisk:1,8e0600ecb9e6a26cd93d45927169212ee0258c2ac40d253bcfc3460d17665ffe,d33708ccbec9f733c89cbb5296c9e08da936c743b7a08cadc0159fc29fa0e035,third_party_video,,excluded
IMG_20251106_140838_jpg,train,640,640,2025-11-06T14:08:38,1.5kg:1;1kg:1;2.5kg:1;zacisk:1,bbed44f17ebb199db685340b50938baab9bb3212648ab300a98dba437f4ca73e,e4638c6659cc271c97196134dce674c3ace6c932f9a36ee68b989a514f6658c6,,16,train
IMG_20251009_133426_jpg,train,640,640,2025-10-09T13:34:26,1kg:1;2.5kg:1;25kg:1;5kg:1;zacisk:1,69a6684bf2591faa1c693dc9c90c550f46cb60147844bc7219af47bca56ad296,ce793326ce6632cb931bccd939b3664c4d90264b4c9b64cc3373ce59313c39a6,,13,train
IMG_20250501_190731.jpg,train,640,640,2025-05-01T19:07:31,2.5kg:1;25kg:1;2kg:1;5kg:1;zacisk:1,69c1ab5f8e712f2fb40023acb91b4b932f49b7b24f350d609e9376bb9c401ed8,84b6ec993c9938c93949c97ba53b999aaf491d8916ccb3669ce1973298dca7c0,,2,val
IMG_20251107_100959_jpg,train,640,640,2025-11-07T10:09:59,1kg:1;2.5kg:1;20kg:1;25kg:2;zacisk:1,29fffba40da5dac30e8384f43b301b6ce04522f45cbb6d391c5f12dc8a7f5f53,f866cc9b4e9b3064934c32624c9bcd9d956c874b78f24e16976dc3494a925a7e,,17,train
ZE_17.png,train,640,365,,15kg:1;25kg:2;zacisk:1,f902cac4d50a5663f06a79040986fe7cb66c80dc2bcf8fb38eb77a61f4210e93,fcf923c75b2a6b5507aa1ab4e149e4ad9b725aaba087597c63897e401c868c9e,third_party_video,,excluded
IMG_20250504_210330.jpg,train,480,640,2025-05-04T21:03:30,15kg:1;1kg:1;2.5kg:1;25kg:2;zacisk:1,2f7258248a82abe9c555752559e53e28b5c8104601a1aef47675bf446b1c17ca,8d2b910bb2d59e9961023032e99d2dfc32762e8accaa07707f8107cfde6ecc3e,,8,test
IMG_20250504_205212.jpg,train,480,640,2025-05-04T20:52:12,2.5kg:1;25kg:2;2kg:1;5kg:1;zacisk:1,13e9f43a555ed123377edfc74bf55528abc0ce71ff933cf46f20af5ff352168e,8e948b97936b8e9b65a36320d98874e802673a2b46ab389c48f873e91bef7e0b,,8,test
IMG_20251107_105838_jpg,train,640,640,2025-11-07T10:58:38,15kg:1;1kg:1;2.5kg:1;25kg:3;zacisk:1,d7d2050b1a4f30afb4857b55c219eeb9e5a71e361ec2b295c36422af12f4e8fd,ad7bd6d790dca13dbd5c0535a16bf56e56b2c696a11e1ec21780d788187a2b60,,20,train
IMG_20250929_115714_jpg,train,640,640,2025-09-29T11:57:14,2.5kg:1;20kg:1;2kg:1;zacisk:1,b12c360ee1cb3b15ddd2f7d67ac00ad4359e53c88bc9ec109465e17da5961502,9a4d9b659b3966cb9a4cce39332464a6c6996cc964f37339ce4c9a4d6c983866,,10,train
IMG_20250504_203247.jpg,train,480,640,2025-05-04T20:32:47,10kg:1;2.5kg:1;25kg:1;2kg:1;zacisk:1,96f40d1eea2d1f86cc8ee979cdece63b5996bf780fa257ae7a4073dcdb67cb9a,c510bef58cab921ab7759c51166d95581acda53212354d1ca4f73befc51072d6,,8,test
IMG_20250504_211059.jpg,train,480,640,2025-05-04T21:10:59,10kg:1,88b4954439163e2a18e478b5f6de28fee347d1f0aafcf77153e837acac86db72,95da87d1b2e5336e836e82a5ed48b8857c0b79da64b14c3a8cbdd92573c0714e,,8,test
IMG_20250501_191308.jpg,train,640,640,2025-05-01T19:13:08,0.5kg:1;2.5kg:1;20kg:1;25kg:1;zacisk:1,993f87c91dfc9712c72b05293a8d5f4a079a6a6c4b2239b77ce64000a432d0b8,a129ed3a3da67090529452706377c336ea7449b654b7f27968964275187b3797,,2,val
IMG_20251107_104653_jpg,train,640,640,2025-11-07T10:46:53,15kg:1;25kg:3;2kg:1;zacisk:1,0606612504c6c8d9bb1c326ce37b278d36df78cf4bb22097fbcdb8fb87a186a8,a4719a521bce65ad983465861ae31b70849c92e76f791a5be0af949c1ae34bcf,,19,train
IMG_20251009_123548_jpg,train,640,640,2025-10-09T12:35:48,10kg:1;2.5kg:1;25kg:1;zacisk:1,5870935a609b3239d86151a1bad9c5fe8c60db64da00f2455935c014cb443061,ce5e9b219c6c64861b31e6589b666ce3399c66dae6d36d8464f0c61b31cc3965,,13,train
IMG_20251107_110224_jpg,train,640,640,2025-11-07T11:02:24,15kg:1;2.5kg:1;25kg:3;2kg:1;zacisk:1,68735df93953098398dde9ab711614483cfec7705700936a7cf24cbb4989d742,a473d6f213c8715c920e322c5b6265a7ada5a69c5cfa0acbe18faaad1af05ac3,,20,train
